name,year,selling_price,km_driven,fuel,seller_type,transmission,engine,tax
Ertiga,2021,199000000,66186,Petrol,Dealer,AT,1400,2025
Ertiga,2018,148000000,97325,Petrol,Dealer,AT,1400,2024
Ertiga,2022,204000000,58291,Petrol,Dealer,AT,1500,2024
Ertiga,2016,152000000,101266,Petrol,Dealer,AT,1400,2023
Ertiga,2016,136000000,101266,Petrol,Dealer,AT,1400,2023
Ertiga,2014,116000000,107362,Petrol,Dealer,AT,1400,2024
Ertiga,2017,130000000,130028,Petrol,Dealer,AT,1400,2023
Ertiga,2013,121000000,89333,Petrol,Dealer,AT,1400,2023
Ertiga,2014,120000000,100748,Petrol,Dealer,AT,1400,2024
Ertiga,2019,169000000,54141,Petrol,Dealer,AT,1500,2023
Ertiga,2014,127000000,107362,Petrol,Dealer,AT,1400,2024
Ertiga,2019,180000000,56000,Petrol,Dealer,AT,1500,2023
Ertiga,2019,195000000,56000,Petrol,Dealer,AT,1500,2023
Ertiga,2022,228000000,27219,Petrol,Dealer,AT,1500,2024
Ertiga,2017,131000000,30767,Petrol,Dealer,AT,1400,2024
Ertiga,2018,161000000,88760,Petrol,Dealer,AT,1500,2024
Ertiga,2022,247000000,15034,Petrol,Dealer,AT,1500,2025
Ertiga,2023,247000000,18298,Petrol,Dealer,AT,1500,2024
Ertiga,2022,204000000,58291,Petrol,Dealer,AT,1500,2024
Ertiga,2019,166000000,94953,Petrol,Dealer,AT,1400,2024
Ertiga,2022,204000000,58291,Petrol,Dealer,AT,1500,2024
Ertiga,2022,204000000,58291,Petrol,Dealer,AT,1500,2024
Ertiga,2017,148000000,100480,Petrol,Dealer,AT,1400,2024
Ertiga,2017,139000000,17791,Petrol,Dealer,AT,1400,2024
Ertiga,2014,129000000,188504,Petrol,Dealer,AT,1400,2025
Ertiga,2017,122000000,73437,Petrol,Dealer,AT,1400,2024
Ertiga,2017,133000000,17791,Petrol,Dealer,AT,1400,2024
Ertiga,2023,243000000,26856,Petrol,Dealer,AT,1500,2024
Ertiga,2014,114000000,188504,Petrol,Dealer,AT,1400,2025
Ertiga,2020,174000000,47730,Petrol,Dealer,AT,1500,2024
Confero,2019,91000000,14131,Petrol,Dealer,MT,1500,2024
Confero,2017,102000000,41000,Petrol,Dealer,MT,1500,2024
Confero,2017,99000000,54215,Petrol,Dealer,MT,1500,2024
Confero,2021,113000000,7000,Petrol,Dealer,MT,1500,2024
Confero,2021,106500000,7000,Petrol,Dealer,MT,1500,2024
Confero,2021,111000000,20000,Petrol,Dealer,MT,1500,2024
Confero,2021,88000000,45000,Petrol,Dealer,MT,1500,2023
Confero,2021,110000000,58000,Petrol,Individual,MT,1500,2024
Stargazer,2023,228000000,173330,Petrol,Dealer,AT,1500,2024
Stargazer,2023,268000000,5543,Petrol,Dealer,AT,1500,2024
Stargazer,2022,222000000,26613,Petrol,Dealer,AT,1500,2024
Stargazer,2022,222000000,26613,Petrol,Dealer,AT,1500,2024
Stargazer,2022,222000000,20837,Petrol,Dealer,AT,1500,2024
Stargazer,2023,215000000,18983,Petrol,Dealer,AT,1500,2025
Stargazer,2023,202000000,26778,Petrol,Dealer,AT,1500,2025
Stargazer,2023,216000000,9867,Petrol,Dealer,AT,1500,2025
Stargazer,2023,199000000,27152,Petrol,Dealer,AT,1500,2025
Stargazer,2023,205000000,10000,Petrol,Individual,AT,1500,2025
Stargazer,2023,205000000,16785,Petrol,Dealer,AT,1500,2025
Stargazer,2023,200000000,18036,Petrol,Dealer,AT,1500,2025
Stargazer,2022,225000000,12492,Petrol,Dealer,AT,1500,2024
Stargazer,2022,252000000,11000,Petrol,Dealer,AT,1500,2023
Stargazer,2023,197000000,13397,Petrol,Individual,AT,1500,2025
Stargazer,2023,230000000,38000,Petrol,Individual,AT,1500,2024
Livina,2015,96000000,96000,Petrol,Dealer,MT,1500,2023
Livina,2013,96000000,81676,Petrol,Dealer,MT,1500,2024
Livina,2013,98000000,66520,Petrol,Dealer,MT,1500,2025
Livina,2013,99000000,66520,Petrol,Dealer,MT,1500,2025
Livina,2013,100000000,53771,Petrol,Dealer,MT,1500,2024
Livina,2013,98000000,66520,Petrol,Dealer,MT,1500,2025
Livina,2014,90000000,90000,Petrol,Dealer,MT,1500,2024
Livina,2013,102000000,53000,Petrol,Dealer,MT,1500,2024
Livina,2014,99000000,74292,Petrol,Dealer,MT,1500,2024
Livina,2012,89000000,97587,Petrol,Dealer,MT,1500,2025
Livina,2019,187000000,63137,Petrol,Dealer,AT,1500,2024
Livina,2019,188000000,54021,Petrol,Dealer,AT,1500,2024
Livina,2019,178000000,62366,Petrol,Dealer,AT,1500,2024
Livina,2019,197000000,96000,Petrol,Dealer,AT,1500,2024
Livina,2013,96000000,81676,Petrol,Dealer,AT,1500,2024
Livina,2019,202000000,92478,Petrol,Dealer,AT,1500,2024
Livina,2019,178000000,62366,Petrol,Dealer,AT,1500,2024
Livina,2013,101000000,73331,Petrol,Dealer,AT,1500,2024
Livina,2019,171000000,88846,Petrol,Dealer,AT,1500,2025
Livina,2013,102000000,73331,Petrol,Dealer,AT,1500,2024
Livina,2013,96000000,73331,Petrol,Dealer,AT,1500,2024
Livina,2019,182000000,50284,Petrol,Dealer,AT,1500,2022
Livina,2019,177000000,208418,Petrol,Dealer,AT,1500,2024
Livina,2019,191000000,104385,Petrol,Dealer,AT,1500,2024
Livina,2019,182000000,50284,Petrol,Dealer,AT,1500,2022
Livina,2019,177000000,208418,Petrol,Dealer,AT,1500,2024
Livina,2019,175000000,80501,Petrol,Dealer,AT,1500,2025
Livina,2019,178000000,100823,Petrol,Dealer,AT,1500,2024
Livina,2019,169000000,96000,Petrol,Dealer,AT,1500,2024
Livina,2019,165000000,99479,Petrol,Dealer,AT,1500,2024
Livina,2019,194000000,96040,Petrol,Dealer,AT,1500,2024
Livina,2019,182000000,80632,Petrol,Dealer,AT,1500,2024
Livina,2021,214000000,46774,Petrol,Dealer,AT,1500,2024
Livina,2011,58000000,124960,Petrol,Dealer,AT,1500,2024
Livina,2021,215000000,36000,Petrol,Dealer,AT,1500,2024
Livina,2019,188000000,72000,Petrol,Dealer,AT,1500,2024
Livina,2019,178000000,87709,Petrol,Dealer,AT,1500,2024
Livina,2019,178000000,62000,Petrol,Dealer,AT,1500,2024
Livina,2019,185000000,62000,Petrol,Dealer,AT,1500,2024
Livina,2019,175000000,62000,Petrol,Dealer,AT,1500,2024
Livina,2011,58000000,124960,Petrol,Dealer,AT,1500,2024
Livina,2019,186000000,53000,Petrol,Dealer,AT,1500,2024
Livina,2021,188000000,42708,Petrol,Dealer,AT,1500,2024
Livina,2019,175000000,51809,Petrol,Dealer,AT,1500,2025
Livina,2019,216000000,53000,Petrol,Dealer,AT,1500,2024
Livina,2019,186000000,18000,Petrol,Dealer,AT,1500,2024
Livina,2014,99000000,74292,Petrol,Dealer,AT,1500,2024
Livina,2014,108000000,88696,Petrol,Dealer,AT,1500,2025
Livina,2014,99000000,74292,Petrol,Dealer,AT,1500,2024
Livina,2014,103000000,97041,Petrol,Dealer,AT,1500,2024
Livina,2014,102000000,88000,Petrol,Dealer,AT,1500,2025
